UTC_Date,Profundity,Magnitude,Date,Hour,Location,Latitude,Longitude
2011-07-08 14:29:19,85 km,3.7 Ml,2011-07-08,10:29:19,27 km al NE de Sierra Gorda.,-22.696,-69.166
2008-07-31 06:59:00,40 km,2.8 Ml,2008-07-31,02:59:00,41 km al N de ValparaÃ­so,-32.684,-71.583
2020-03-26 17:25:01,94 km,3.1 Ml,2020-03-26,14:25:01,37 km al NE de Pica,-20.186,-69.179
2016-08-06 07:01:34,50 km,2.7 Ml,2016-08-06,03:01:34,16 km al S de San Antonio,-33.721,-71.580
2021-10-15 12:15:52,35 km,4.0 Ml,2021-10-15,09:15:52,45 km al SO de Los Vilos,-32.271,-71.739
2017-09-19 02:36:22,45 km,2.6 Ml,2017-09-18,23:36:22,65 km al O de Navidad,-33.754,-72.492
2017-04-27 19:15:12,39 km,3.3 Ml,2017-04-27,16:15:12,13 km al SO de Tongoy,-30.319,-71.607
2001-10-18 01:48:56,44 km,3.8 Mc,2001-10-17,22:48:56,19 km al E de Pichilemu,-34.360,-71.804
2008-11-10 22:26:05,116 km,2.4 Ml,2008-11-10,19:26:05,31 km al SE de Rancagua,-34.374,-70.509
2021-11-24 07:03:29,124 km,2.8 Ml,2021-11-24,04:03:29,118 km al SE de Tierra Amarilla,-27.939,-69.183
2002-12-22 13:47:18,143 km,3.1 Mc,2002-12-22,10:47:18,23 km al SO de Termas del Flaco,-35.127,-70.580
2005-04-20 10:40:47,28 km,5.2 Mb,2005-04-20,06:40:47,11 km al NE de Ilo,-17.564,-71.275
2001-05-26 02:24:25,107 km,3.9 Mc,2001-05-25,22:24:25,20 km al NE de San José de Maipo,-33.536,-70.178
2008-10-26 02:33:37,12 km,2.8 Ml,2008-10-25,23:33:37,14 km al E de Chaitén,-42.864,-72.549
2009-09-03 21:41:13,80 km,2.4 Ml,2009-09-03,17:41:13,20 km al SO de Santiago,-33.590,-70.763
2015-09-08 04:33:37,132 km,3.3 Ml,2015-09-08,01:33:37,76 km al NE de Calama,-21.890,-68.539
2008-07-17 20:46:22,36 km,4.1 Ml,2008-07-17,16:46:22,67 km al O de Los Vilos,-32.128,-72.173
2018-03-23 11:41:22,106 km,2.9 Ml,2018-03-23,08:41:22,25 km al E de Mina La Escondida.,-24.177,-68.830
2022-10-09 22:06:53,92 km,3.6 Ml,2022-10-09,19:06:53,20 km al S de Linares,-36.023,-71.606
2023-12-19 01:19:37,127 km,2.5 Ml,2023-12-18,22:19:37,51 km al SO de Ollagüe,-21.539,-68.617
2021-07-11 13:33:48,121 km,2.8 Ml,2021-07-11,09:33:48,71 km al SO de Ollagüe,-21.520,-68.866
2019-08-03 09:04:46,46 km,3.1 Ml,2019-08-03,05:04:46,48 km al S de Taltal,-25.828,-70.375
2019-11-20 16:30:48,242 km,3.6 Ml,2019-11-20,13:30:48,64 km al SE de Socaire,-24.100,-67.597
2017-07-02 07:03:13,97 km,3.1 Ml,2017-07-02,03:03:13,13 km al NE de Camiña,-19.256,-69.318
2021-04-15 02:25:38,88 km,2.9 Ml,2021-04-14,22:25:38,5 km al E de Linares,-35.841,-71.547
2016-07-15 02:04:37,33 km,3.5 Ml,2016-07-14,22:04:37,42 km al N de TirÃºa,-37.970,-73.407
2012-11-04 18:34:34,19 km,4.0 Ml,2012-11-04,15:34:34,23 km al NO de Los Vilos,-31.801,-71.718
2013-03-15 16:03:49,229 km,4.4 Ml,2013-03-15,13:03:49,61 km al SE de Socaire,-23.957,-67.448
2018-08-15 09:28:58,235 km,3.7 Ml,2018-08-15,06:28:58,119 km al E de Socaire,-23.427,-66.737
2009-06-01 03:18:49,9 km,3.5 Ml,2009-05-31,23:18:49,9 km al NE de Chaitén,-42.852,-72.642
2020-12-07 05:27:08,94 km,2.7 Ml,2020-12-07,02:27:08,48 km al SO de Mina Collahuasi,-21.145,-68.967
2002-10-24 20:06:44,50 km,3.8 Ml,2002-10-24,17:06:44,17 km al S de La Higuera,-29.661,-71.218
2018-02-05 00:37:04,198 km,3.9 Ml,2018-02-04,21:37:04,92 km al NE de San Pedro de Atacama,-22.273,-67.644
2003-06-18 20:29:02,1 km,3.5 Mc,2003-06-18,16:29:02,14 km al N de Mina Los Pelambres,-31.706,-70.546
2022-02-01 18:03:45,89 km,2.8 Ml,2022-02-01,15:03:45,62 km al NE de Pozo Almonte,-19.908,-69.325
2021-06-02 14:58:17,111 km,2.8 Ml,2021-06-02,10:58:17,42 km al S de Pica,-20.860,-69.230
2016-07-02 02:25:22,125 km,3.4 Ml,2016-07-01,22:25:22,38 km al O de Socaire,-23.562,-68.257
2010-05-31 01:19:09,19 km,3.7 Ml,2010-05-30,21:19:09,24 km al N de Constitución,-35.117,-72.392
2017-11-23 05:53:19,133 km,2.4 Ml,2017-11-23,02:53:19,58 km al SO de Ollagüe,-21.666,-68.558
2013-10-20 10:52:22,220 km,3.8 Ml,2013-10-20,07:52:22,59 km al SE de Socaire,-23.972,-67.481
2015-09-17 10:31:25,45 km,5.0 Mw,2015-09-17,07:31:25,20 km al SO de Punitaqui,-30.928,-71.433
2018-02-11 22:59:58,33 km,3.4 Ml,2018-02-11,19:59:58,39 km al O de Punitaqui,-30.689,-71.632
2022-11-08 22:05:13,110 km,3.6 Ml,2022-11-08,19:05:13,17 km al N de Calama,-22.314,-68.926
2017-04-24 06:11:36,28 km,2.4 Ml,2017-04-24,03:11:36,36 km al O de ValparaÃ­so,-33.075,-71.994
2015-04-19 00:55:44,45 km,3.2 Ml,2015-04-18,21:55:44,79 km al S de Caldera,-27.756,-71.002
2011-11-22 08:24:10,28 km,2.3 Ml,2011-11-22,05:24:10,5 km al NO de Pichilemu,-34.361,-72.060
2017-03-30 19:35:45,109 km,4.4 Ml,2017-03-30,16:35:45,22 km al E de Pica,-20.410,-69.132
2000-06-26 07:50:16,15 km,3.9 Mc,2000-06-26,03:50:16,42 km al SO de Los Vilos,-32.188,-71.808
2007-01-29 04:46:24,100 km,3.6 Ml,2007-01-29,01:46:24,64 km al SE de Sierra Gorda.,-23.234,-68.802
2006-12-26 02:38:54,41 km,2.6 Ml,2006-12-25,23:38:54,51 km al O de La Ligua,-32.473,-71.770
2007-07-19 10:41:51,92 km,2.3 Ml,2007-07-19,06:41:51,22 km al N de Los Andes.,-32.644,-70.529
2023-01-30 22:38:17,108 km,2.7 Ml,2023-01-30,19:38:17,68 km al NE de Calama,-21.971,-68.554
2016-09-24 06:20:53,108 km,2.7 Ml,2016-09-24,03:20:53,50 km al S de Mina La Escondida.,-24.711,-69.123
2010-10-13 07:16:24,32 km,3.8 Ml,2010-10-13,04:16:24,11 km al O de Constitución,-35.331,-72.537
2016-06-11 22:36:31,150 km,3.2 Ml,2016-06-11,18:36:31,101 km al O de San Juan.,-31.144,-69.485
2006-08-31 07:59:00,34 km,2.4 Ml,2006-08-31,03:59:00,39 km al N de ValparaÃ­so,-32.711,-71.726
2019-09-29 12:32:55,222 km,4.6 Ml,2019-09-29,09:32:55,92 km al SE de Socaire,-24.262,-67.364
2005-02-21 16:02:33,152 km,3.7 Mc,2005-02-21,13:02:33,67 km al NO de San Juan.,-31.252,-69.146
2016-11-19 14:00:53,116 km,2.5 Ml,2016-11-19,11:00:53,76 km al N de Calama,-21.821,-68.693
2021-07-16 10:48:40,106 km,2.7 Ml,2021-07-16,06:48:40,37 km al NO de Mina Collahuasi,-20.546,-68.851
2016-09-20 20:55:57,7 km,3.1 Ml,2016-09-20,17:55:57,21 km al O de Ovalle,-30.623,-71.426
2013-08-09 06:10:28,55 km,3.3 Ml,2013-08-09,02:10:28,21 km al SO de Cauquenes,-36.073,-72.506
2016-04-18 22:27:15,22 km,2.9 Ml,2016-04-18,19:27:15,29 km al NO de Punitaqui,-30.692,-71.520
2022-01-29 02:15:13,222 km,3.2 Ml,2022-01-28,23:15:13,55 km al SE de Socaire,-23.946,-67.516
2022-09-10 06:50:55,32 km,2.9 Ml,2022-09-10,02:50:55,76 km al NO de La Higuera,-29.021,-71.740
2008-06-04 23:19:08,101 km,4.2 Ml,2008-06-04,19:19:08,47 km al N de Calama,-22.049,-68.872
2017-12-30 09:45:54,55 km,3.2 Ml,2017-12-30,06:45:54,7 km al S de Canela Baja,-31.459,-71.436
2011-06-11 04:46:27,16 km,2.2 Ml,2011-06-11,00:46:27,12 km al SO de San Antonio,-33.663,-71.690
2018-06-16 18:27:47,31 km,2.9 Ml,2018-06-16,14:27:47,42 km al SO de Tongoy,-30.605,-71.653
2010-04-19 16:51:53,15 km,2.5 Ml,2010-04-19,12:51:53,37 km al SE de San Antonio,-33.894,-71.483
2002-08-10 05:38:20,52 km,3.4 Mc,2002-08-10,01:38:20,23 km al N de Casablanca,-33.113,-71.380
2011-04-08 11:12:51,100 km,2.9 Ml,2011-04-08,08:12:51,8 km al SE de Curicó,-35.053,-71.202
2017-07-01 07:53:16,250 km,4.5 Mw,2017-07-01,03:53:16,93 km al E de Socaire,-23.598,-66.974
2011-11-01 15:55:27,84 km,2.7 Ml,2011-11-01,12:55:27,35 km al O de El Tabo,-33.340,-72.023
2007-05-12 08:57:52,119 km,2.7 Ml,2007-05-12,04:57:52,44 km al SE de Mina Los Pelambres,-32.172,-70.358
2020-10-28 03:32:36,137 km,2.8 Ml,2020-10-28,00:32:36,28 km al SE de Mina Collahuasi,-21.049,-68.535
2021-02-23 06:18:49,43 km,4.7 Mw,2021-02-23,03:18:49,18 km al N de Los Vilos,-31.746,-71.523
2005-04-16 03:50:39,10 km,3.7 Mc,2005-04-15,23:50:39,16 km al S de Termas del Flaco,-35.098,-70.400
2013-09-30 00:52:54,141 km,3.6 Ml,2013-09-29,21:52:54,30 km al S de Mina Collahuasi,-21.093,-68.661
2004-11-05 06:46:16,109 km,4.0 Mc,2004-11-05,03:46:16,35 km al N de Calama,-22.158,-68.930
2012-02-28 02:20:18,44 km,3.1 Ml,2012-02-27,23:20:18,26 km al NE de Vichuquén,-34.694,-71.822
2005-07-03 01:27:20,8 km,3.3 Mc,2005-07-02,21:27:20,23 km al SO de Pichilemu,-34.574,-72.110
2011-12-27 16:07:34,168 km,3.8 Ml,2011-12-27,13:07:34,14 km al N de Termas del Flaco,-34.842,-70.392
2004-08-26 23:46:10,64 km,2.3 Mc,2004-08-26,19:46:10,27 km al S de Los Vilos,-32.149,-71.572
2010-03-01 05:42:09,48 km,3.4 Ml,2010-03-01,02:42:09,14 km al NO de Las Cabras,-34.173,-71.368
2011-03-02 14:54:46,147 km,3.9 Ml,2011-03-02,11:54:46,38 km al SO de Ollagüe,-21.377,-68.580
2010-04-04 09:50:13,51 km,2.7 Ml,2010-04-04,05:50:13,18 km al O de Pichilemu,-34.343,-72.195
2006-03-03 19:07:08,80 km,2.9 Mc,2006-03-03,16:07:08,17 km al NO de Rancagua,-34.080,-70.894
2013-10-22 22:00:54,53 km,2.8 Ml,2013-10-22,19:00:54,22 km al NE de La Higuera,-29.347,-71.067
2020-01-16 06:13:45,237 km,2.8 Ml,2020-01-16,03:13:45,95 km al NE de Socaire,-23.167,-67.082
2021-06-19 21:06:00,104 km,2.7 Ml,2021-06-19,17:06:00,31 km al NO de Mina Collahuasi,-20.604,-68.839
2023-06-30 15:16:44,11 km,4.2 Ml,2023-06-30,11:16:44,59 km al NO de Cobquecura,-35.749,-73.246
2002-09-25 09:10:33,122 km,3.2 Mc,2002-09-25,05:10:33,7 km al SE de Mina Los Pelambres,-31.869,-70.540
2011-05-27 06:21:19,101 km,3.1 Ml,2011-05-27,02:21:19,27 km al S de Calama,-22.710,-68.934
2009-11-03 15:23:41,112 km,3.0 Ml,2009-11-03,12:23:41,10 km al SE de San José de Maipo,-33.720,-70.310
2012-03-25 14:03:18,88 km,3.1 Ml,2012-03-25,11:03:18,14 km al O de Tierra Amarilla,-27.505,-70.406
2019-07-06 00:32:19,80 km,3.4 Ml,2019-07-05,20:32:19,19 km al E de Tacna,-18.008,-70.069
2018-04-14 05:35:28,96 km,4.0 Ml,2018-04-14,02:35:28,52 km al NE de Alto del Carmen,-28.363,-70.209
2006-05-02 02:58:28,10 km,2.8 Ml,2006-05-01,22:58:28,50 km al SO de Caldera,-27.257,-71.276
2023-04-29 18:58:05,240 km,3.5 Ml,2023-04-29,14:58:05,77 km al SE de Socaire,-24.087,-67.361
2013-05-24 19:22:32,101 km,3.1 Ml,2013-05-24,15:22:32,113 km al SE de Paihuano,-30.467,-69.460
2002-11-17 06:45:37,42 km,2.8 Mc,2002-11-17,03:45:37,55 km al SO de Los Vilos,-32.361,-71.763
2011-07-13 15:39:05,144 km,2.9 Ml,2011-07-13,11:39:05,45 km al SO de Ollagüe,-21.400,-68.648
2008-07-21 15:21:41,153 km,2.8 Ml,2008-07-21,11:21:41,63 km al SO de Ollagüe,-21.652,-68.656
2014-03-16 22:52:40,37 km,3.9 Ml,2014-03-16,19:52:40,66 km al O de Iquique,-19.997,-70.743
2009-07-23 15:53:33,88 km,1.8 Ml,2009-07-23,11:53:33,30 km al E de Melipilla,-33.776,-70.911
2011-02-18 04:17:49,135 km,3.0 Ml,2011-02-18,01:17:49,31 km al SO de Mina Collahuasi,-21.055,-68.824
2017-06-13 04:13:23,76 km,3.6 Ml,2017-06-13,00:13:23,22 km al NO de Pisagua,-19.419,-70.311
2004-05-27 03:29:01,42 km,2.7 Mc,2004-05-26,23:29:01,2 km al O de Cartagena,-33.553,-71.629
2013-07-06 09:46:42,46 km,3.5 Ml,2013-07-06,05:46:42,31 km al NO de Iquique,-19.951,-70.262
2013-05-24 18:50:29,100 km,4.7 Ml,2013-05-24,14:50:29,123 km al NO de San Juan.,-30.735,-69.423
2008-09-26 23:15:41,17 km,2.9 Ml,2008-09-26,19:15:41,12 km al NE de Chaitén,-42.856,-72.589
2015-12-08 13:32:49,36 km,4.7 Ml,2015-12-08,10:32:49,44 km al O de Punitaqui,-30.840,-71.715
2023-11-03 22:41:36,182 km,3.9 Ml,2023-11-03,19:41:36,99 km al SE de Socaire,-24.302,-67.308
2017-11-11 11:53:46,117 km,3.0 Ml,2017-11-11,08:53:46,51 km al SO de Ollagüe,-21.434,-68.695
2003-10-23 06:10:37,71 km,4.1 Ml,2003-10-23,03:10:37,21 km al SO de Los Ãngeles,-37.564,-72.559
2008-12-26 05:36:09,14 km,1.8 Ml,2008-12-26,02:36:09,34 km al NE de Rancagua,-33.955,-70.475
2020-03-06 04:06:23,97 km,3.1 Ml,2020-03-06,01:06:23,39 km al E de Pica,-20.516,-68.958
2015-08-17 18:14:34,29 km,2.6 Ml,2015-08-17,15:14:34,28 km al E de Farellones,-33.285,-70.018
2020-10-07 05:51:08,88 km,3.1 Ml,2020-10-07,02:51:08,24 km al NE de Linares,-35.652,-71.469
2023-02-16 18:32:37,119 km,3.2 Ml,2023-02-16,15:32:37,75 km al N de Calama,-21.818,-68.747
2017-06-24 08:25:53,91 km,2.6 Ml,2017-06-24,04:25:53,15 km al E de Curicó,-35.013,-71.075
2002-09-29 07:12:02,126 km,2.6 Mc,2002-09-29,03:12:02,34 km al N de Termas del Flaco,-34.655,-70.454
2004-07-20 12:59:58,28 km,2.8 Mc,2004-07-20,08:59:58,29 km al S de Santiago,-33.702,-70.674
2018-02-06 06:24:23,112 km,2.8 Ml,2018-02-06,03:24:23,66 km al NE de Calama,-21.942,-68.643
2014-02-11 05:41:44,101 km,3.0 Ml,2014-02-11,02:41:44,41 km al S de Calama,-22.819,-68.788
2021-07-06 01:06:41,30 km,2.8 Ml,2021-07-05,21:06:41,42 km al O de La Serena,-29.854,-71.680
2010-03-17 06:04:45,29 km,4.3 Ml,2010-03-17,03:04:45,50 km al N de Constitución,-34.883,-72.488
2010-02-16 16:09:25,136 km,3.4 Ml,2010-02-16,13:09:25,20 km al E de Mina Los Pelambres,-31.780,-70.383
2016-05-20 22:42:55,19 km,2.9 Ml,2016-05-20,18:42:55,36 km al O de Tongoy,-30.380,-71.840
2008-07-31 05:18:54,35 km,2.6 Ml,2008-07-31,01:18:54,29 km al E de Mejillones,-23.032,-70.180
2008-01-19 13:26:49,49 km,2.2 Ml,2008-01-19,10:26:49,34 km al NE de Mejillones,-22.934,-70.170
2011-08-08 11:15:01,47 km,3.6 Ml,2011-08-08,07:15:01,28 km al NO de Iquique,-20.091,-70.383
2019-12-28 17:34:20,99 km,2.5 Ml,2019-12-28,14:34:20,62 km al N de Pica,-19.942,-69.233
2020-11-26 02:00:08,10 km,4.2 Ml,2020-11-25,23:00:08,"34 km al SE de Base Frei, Antártica",-62.442,-58.600
2022-11-14 00:55:54,143 km,3.4 Ml,2022-11-13,21:55:54,62 km al NE de Calama,-22.000,-68.615
2016-08-14 15:44:13,38 km,2.6 Ml,2016-08-14,12:44:13,58 km al O de El Tabo,-33.432,-72.293
2014-05-12 13:00:23,44 km,3.4 Ml,2014-05-12,09:00:23,85 km al SO de Iquique,-20.642,-70.825
2015-03-30 22:56:19,102 km,3.8 Ml,2015-03-30,19:56:19,46 km al NE de Pica,-20.230,-68.987
2002-03-20 22:54:18,15 km,3.8 Mc,2002-03-20,18:54:18,35 km al O de Vichuquén,-34.778,-72.354
2024-02-22 12:07:30,59 km,3.1 Ml,2024-02-22,09:07:30,17 km al NE de Canela Baja,-31.285,-71.335
2018-07-14 19:25:37,200 km,3.2 Ml,2018-07-14,15:25:37,84 km al SE de Socaire,-24.196,-67.394
2001-04-23 12:39:45,156 km,3.9 Mc,2001-04-23,08:39:45,102 km al E de Mina Los Pelambres,-31.428,-69.611
2011-07-05 21:31:07,134 km,3.6 Ml,2011-07-05,17:31:07,44 km al O de Ollagüe,-21.352,-68.660
2010-04-09 11:06:33,34 km,3.4 Ml,2010-04-09,07:06:33,20 km al NO de Pichilemu,-34.255,-72.160
2006-05-18 04:34:37,79 km,3.4 Ml,2006-05-18,00:34:37,28 km al E de Sierra Gorda.,-22.997,-69.061
2015-03-25 04:51:53,26 km,4.0 Ml,2015-03-25,01:51:53,83 km al SO de Iquique,-20.678,-70.771
2004-01-15 17:00:29,1 km,2.1 Ml,2004-01-15,14:00:29,22 km al N de Farellones,-33.153,-70.317
2019-09-29 20:17:19,9 km,3.1 Ml,2019-09-29,17:17:19,78 km al NO de Cobquecura,-35.502,-73.176
2020-09-27 06:10:41,30 km,3.1 Ml,2020-09-27,03:10:41,14 km al SO de Tongoy,-30.328,-71.609
2008-08-10 08:31:30,124 km,2.6 Ml,2008-08-10,04:31:30,76 km al N de Calama,-21.798,-68.776
2023-11-30 05:19:26,260 km,2.9 Ml,2023-11-30,02:19:26,68 km al S de Socaire,-24.172,-68.083
2017-07-23 19:24:03,21 km,3.0 Ml,2017-07-23,15:24:03,89 km al O de Iquique,-20.281,-71.005
2007-02-23 12:56:34,84 km,2.3 Ml,2007-02-23,09:56:34,40 km al N de Rancagua,-33.807,-70.773
2005-04-04 04:18:57,94 km,2.6 Ml,2005-04-04,00:18:57,59 km al S de Calama,-22.975,-68.766
2017-01-19 12:48:03,93 km,3.6 Ml,2017-01-19,09:48:03,55 km al N de Quillagua,-21.161,-69.531
2004-01-30 17:34:31,38 km,3.5 Mc,2004-01-30,14:34:31,89 km al O de Navidad,-33.599,-72.689
2022-01-13 23:24:10,80 km,4.1 Ml,2022-01-13,20:24:10,16 km al SO de Copiapó,-27.480,-70.428
2006-05-18 14:33:20,55 km,3.2 Ml,2006-05-18,10:33:20,14 km al NE de Ovalle,-30.483,-71.148
2022-07-23 10:52:24,90 km,2.5 Ml,2022-07-23,06:52:24,48 km al S de Pica,-20.913,-69.439
2006-11-25 13:02:06,39 km,2.8 Ml,2006-11-25,10:02:06,52 km al O de La Higuera,-29.519,-71.740
2003-07-24 07:55:27,31 km,4.3 Mc,2003-07-24,03:55:27,79 km al SO de Los Vilos,-32.377,-72.148
2017-02-15 05:55:24,39 km,3.2 Ml,2017-02-15,02:55:24,20 km al NO de Tongoy,-30.096,-71.590
2020-09-11 03:49:45,67 km,3.2 Ml,2020-09-11,00:49:45,20 km al O de Andacollo,-30.209,-71.290
2008-08-06 05:07:47,115 km,3.9 Ml,2008-08-06,01:07:47,32 km al S de Pica,-20.778,-69.324
2004-07-03 03:36:40,13 km,3.4 Mc,2004-07-02,23:36:40,49 km al O de ValparaÃ­so,-33.079,-72.137
2018-06-18 04:05:51,182 km,2.6 Ml,2018-06-18,00:05:51,104 km al SE de Socaire,-24.389,-67.361
2020-08-19 12:17:37,9 km,2.9 Ml,2020-08-19,08:17:37,62 km al O de Quellón,-43.240,-74.367
2014-02-03 10:13:48,96 km,3.2 Ml,2014-02-03,07:13:48,60 km al SO de Mina La Escondida.,-24.750,-69.323
2005-10-08 11:36:47,114 km,5.6 Ml,2005-10-08,07:36:47,73 km al S de Mina La Escondida.,-24.922,-69.081
2016-08-16 22:54:38,119 km,3.5 Ml,2016-08-16,19:54:38,40 km al S de Mina Collahuasi,-21.188,-68.705
2019-09-24 08:02:43,39 km,2.8 Ml,2019-09-24,05:02:43,39 km al NO de Los Vilos,-31.743,-71.868
2003-04-04 23:09:40,121 km,2.8 Mc,2003-04-04,19:09:40,20 km al NE de Mina Los Pelambres,-31.700,-70.431
2009-04-10 11:21:47,18 km,2.3 Ml,2009-04-10,07:21:47,9 km al NE de Chaitén,-42.849,-72.654
2010-04-25 03:10:13,49 km,3.6 Ml,2010-04-24,23:10:13,35 km al O de Vichuquén,-34.865,-72.376
2018-04-08 00:07:34,120 km,3.2 Ml,2018-04-07,21:07:34,73 km al S de Ollagüe,-21.864,-68.426
2018-06-29 08:08:30,68 km,3.0 Ml,2018-06-29,04:08:30,31 km al NE de Las Cabras,-34.050,-71.141
2010-03-02 02:48:02,16 km,3.9 Ml,2010-03-01,23:48:02,14 km al E de Pichilemu,-34.417,-71.865
2004-05-15 09:00:50,63 km,2.7 Mc,2004-05-15,05:00:50,26 km al S de Los Vilos,-32.138,-71.586
2013-10-24 02:16:02,102 km,3.9 Ml,2013-10-23,23:16:02,41 km al NE de Pica,-20.259,-69.027
2018-05-16 09:38:56,117 km,2.5 Ml,2018-05-16,05:38:56,59 km al N de Calama,-21.971,-68.740
2007-04-26 08:48:00,13 km,2.9 Ml,2007-04-26,04:48:00,50 km al NO de Los Vilos,-31.693,-71.975
2012-03-31 23:14:49,17 km,3.7 Ml,2012-03-31,20:14:49,129 km al SO de Lebu,-38.221,-74.904
2020-03-02 08:41:43,35 km,2.7 Ml,2020-03-02,05:41:43,36 km al O de La Serena,-29.845,-71.614
2003-07-29 14:02:46,160 km,5.3 Ml,2003-07-29,10:02:46,96 km al NE de San Pedro de Atacama,-22.143,-67.799
2005-09-22 02:49:48,118 km,4.0 Ml,2005-09-21,22:49:48,39 km al E de Calama,-22.409,-68.556
2015-09-19 13:58:26,30 km,4.3 Ml,2015-09-19,10:58:26,62 km al SO de Los Vilos,-32.385,-71.858
2014-03-06 07:17:54,117 km,2.5 Ml,2014-03-06,04:17:54,66 km al SO de Ollagüe,-21.603,-68.748
2012-12-01 21:38:38,109 km,2.5 Ml,2012-12-01,18:38:38,8 km al SE de Curicó,-35.042,-71.187
2014-03-29 06:56:57,38 km,2.7 Ml,2014-03-29,03:56:57,101 km al O de Pisagua,-19.960,-71.098
2014-10-24 00:25:18,32 km,3.9 Ml,2014-10-23,21:25:18,42 km al O de Navidad,-34.011,-72.278
2022-01-01 10:52:25,217 km,3.8 Ml,2022-01-01,07:52:25,75 km al S de Socaire,-24.245,-67.713
2010-05-27 22:04:19,48 km,2.7 Ml,2010-05-27,18:04:19,32 km al NE de Vichuquén,-34.637,-71.806
2010-05-24 07:27:10,33 km,2.5 Ml,2010-05-24,03:27:10,33 km al O de El Tabo,-33.584,-71.990
2002-01-29 04:44:12,5 km,3.7 Mc,2002-01-29,01:44:12,47 km al SO de Mendoza,-33.199,-69.161
2014-02-03 19:50:46,114 km,2.8 Ml,2014-02-03,16:50:46,45 km al SO de Mina Collahuasi,-21.109,-68.972
2022-01-18 16:54:31,38 km,2.5 Ml,2022-01-18,13:54:31,18 km al S de Los Vilos,-32.064,-71.563
2007-07-17 16:46:07,0 km,2.5 Ml,2007-07-17,12:46:07,36 km al N de Vallenar,-28.249,-70.725
2021-10-22 19:02:27,93 km,2.6 Ml,2021-10-22,16:02:27,33 km al NE de Pica,-20.241,-69.162
2010-12-08 17:26:01,231 km,3.4 Ml,2010-12-08,14:26:01,72 km al E de Socaire,-23.355,-67.237
2022-04-16 13:53:18,56 km,4.4 Mw,2022-04-16,09:53:18,28 km al N de Tongoy,-30.008,-71.547
