UTC_Date,Profundity,Magnitude,Date,Hour,Location,Latitude,Longitude
2022-12-11 21:46:03,48 km,3.4 Ml,2022-12-11,18:46:03,29 km al SE de Los Vilos,-32.122,-71.334
2019-09-11 09:43:53,172 km,3.6 Ml,2019-09-11,06:43:53,88 km al SE de Socaire,-24.071,-67.207
2011-02-24 18:03:14,117 km,2.7 Ml,2011-02-24,15:03:14,41 km al NE de Calama,-22.141,-68.742
2005-10-12 06:21:37,15 km,3.0 Mc,2005-10-12,03:21:37,45 km al N de ValparaÃ­so,-32.640,-71.595
2016-05-28 13:17:31,106 km,3.0 Ml,2016-05-28,09:17:31,14 km al SE de Curicó,-35.047,-71.111
2010-09-24 11:10:35,53 km,3.6 Ml,2010-09-24,07:10:35,17 km al NE de Monte Patria,-30.597,-70.821
2011-02-11 09:50:35,32 km,3.8 Ml,2011-02-11,06:50:35,22 km al SO de Lebu,-37.770,-73.803
2018-06-10 14:04:49,121 km,3.0 Ml,2018-06-10,10:04:49,32 km al NO de Putre,-18.005,-69.783
2016-04-08 21:19:33,60 km,2.7 Ml,2016-04-08,18:19:33,38 km al SE de Cauquenes,-36.236,-72.056
2013-01-19 03:28:21,93 km,2.6 Ml,2013-01-19,00:28:21,34 km al E de Melipilla,-33.738,-70.857
2016-01-13 11:36:49,139 km,4.4 Mw,2016-01-13,08:36:49,46 km al NO de Socaire,-23.417,-68.303
2000-06-08 20:56:17,25 km,4.6 Mc,2000-06-08,16:56:17,54 km al O de Tongoy,-30.422,-72.018
2008-06-03 06:53:22,18 km,4.1 Ml,2008-06-03,02:53:22,45 km al N de TirÃºa,-37.951,-73.367
2010-02-27 21:41:54,15 km,4.3 Ml,2010-02-27,18:41:54,56 km al NO de Navidad,-33.560,-72.201
2015-09-29 14:54:19,45 km,3.6 Ml,2015-09-29,11:54:19,10 km al NE de Arica,-18.411,-70.257
2019-04-19 08:38:16,49 km,2.7 Ml,2019-04-19,04:38:16,29 km al S de Valdivia,-40.077,-73.277
2017-02-27 05:02:59,36 km,2.8 Ml,2017-02-27,02:02:59,70 km al NO de Tongoy,-29.733,-71.897
2009-06-05 18:22:24,104 km,4.0 Ml,2009-06-05,14:22:24,76 km al N de Calama,-21.796,-68.833
2022-02-25 01:50:14,110 km,2.6 Ml,2022-02-24,22:50:14,48 km al SO de Mina Collahuasi,-21.126,-68.996
2008-01-05 12:08:22,96 km,3.0 Ml,2008-01-05,09:08:22,53 km al SE de Calama,-22.916,-68.743
2005-08-26 17:01:28,6 km,1.9 Ml,2005-08-26,13:01:28,27 km al N de Farellones,-33.114,-70.240
2017-12-29 01:20:41,100 km,2.9 Ml,2017-12-28,22:20:41,49 km al NE de Pica,-20.175,-69.005
2010-09-06 17:27:07,118 km,2.8 Ml,2010-09-06,13:27:07,53 km al SO de Mina Collahuasi,-21.148,-69.038
2017-10-30 16:21:41,120 km,2.8 Ml,2017-10-30,13:21:41,70 km al NE de Calama,-21.892,-68.657
2007-11-23 16:07:22,113 km,3.4 Ml,2007-11-23,13:07:22,48 km al E de Calama,-22.404,-68.466
2020-03-26 16:47:58,97 km,3.0 Ml,2020-03-26,13:47:58,30 km al NE de Pica,-20.238,-69.223
2015-10-03 18:59:37,49 km,4.3 Ml,2015-10-03,15:59:37,16 km al O de Punitaqui,-30.779,-71.414
2012-02-07 05:08:10,86 km,2.2 Ml,2012-02-07,02:08:10,20 km al NO de Colina,-33.041,-70.765
2016-02-29 05:03:55,28 km,3.1 Ml,2016-02-29,02:03:55,99 km al NO de Concepción,-36.359,-73.987
2007-10-16 17:43:26,0 km,3.1 Ml,2007-10-16,14:43:26,13 km al S de San Juan,-31.649,-68.483
2022-07-28 17:14:54,123 km,3.0 Ml,2022-07-28,13:14:54,28 km al O de Ollagüe,-21.143,-68.504
2009-07-30 18:04:56,42 km,1.9 Ml,2009-07-30,14:04:56,35 km al NE de Quillota,-32.678,-70.958
2017-05-09 05:21:57,34 km,3.3 Ml,2017-05-09,02:21:57,71 km al O de ValparaÃ­so,-33.084,-72.378
2003-11-05 00:08:35,22 km,2.8 Mc,2003-11-04,21:08:35,28 km al S de Santiago,-33.685,-70.631
2014-12-25 22:11:33,68 km,4.2 Ml,2014-12-25,19:11:33,32 km al O de Punitaqui,-30.888,-71.585
2004-03-26 02:25:57,147 km,3.3 Mc,2004-03-25,22:25:57,49 km al N de San Juan.,-31.121,-68.686
2010-05-27 11:16:45,85 km,3.6 Ml,2010-05-27,07:16:45,21 km al SE de Constitución,-35.511,-72.325
2010-07-29 11:13:39,23 km,3.8 Ml,2010-07-29,07:13:39,29 km al O de Navidad,-34.049,-72.122
2020-05-10 23:40:41,128 km,2.8 Ml,2020-05-10,19:40:41,44 km al O de Ollagüe,-21.306,-68.670
2012-05-06 00:24:01,41 km,3.2 Ml,2012-05-05,20:24:01,55 km al O de Iquique,-20.062,-70.655
2019-08-04 02:41:02,122 km,2.8 Ml,2019-08-03,22:41:02,52 km al SO de Ollagüe,-21.609,-68.546
2010-06-05 21:12:26,33 km,2.7 Ml,2010-06-05,17:12:26,25 km al E de Vichuquén,-34.905,-71.725
2022-02-14 21:49:09,244 km,2.5 Ml,2022-02-14,18:49:09,65 km al E de Socaire,-23.800,-67.290
2019-11-13 08:15:46,114 km,2.6 Ml,2019-11-13,05:15:46,48 km al SO de Mina Collahuasi,-21.193,-68.902
2020-05-25 20:40:01,27 km,3.2 Ml,2020-05-25,16:40:01,66 km al N de Huasco,-27.881,-71.133
2006-01-05 21:24:47,3 km,3.2 Mc,2006-01-05,18:24:47,24 km al N de Farellones,-33.140,-70.278
2019-06-21 20:59:46,51 km,3.7 Ml,2019-06-21,16:59:46,22 km al SO de La Higuera,-29.690,-71.299
2016-10-24 20:01:43,33 km,2.3 Ml,2016-10-24,17:01:43,89 km al NO de Quillagua,-21.206,-70.240
2023-02-13 19:50:58,57 km,3.2 Ml,2023-02-13,16:50:58,9 km al O de Ovalle,-30.635,-71.287
2008-12-20 22:56:50,25 km,4.1 Ml,2008-12-20,19:56:50,85 km al NO de ValparaÃ­so,-32.447,-72.184
2005-01-08 00:33:28,113 km,2.9 Mc,2005-01-07,21:33:28,42 km al SE de Rancagua,-34.505,-70.539
2003-06-25 08:38:19,34 km,2.5 Ml,2003-06-25,04:38:19,41 km al NO de Punitaqui,-30.653,-71.633
2017-10-17 08:13:42,55 km,2.9 Ml,2017-10-17,05:13:42,14 km al O de La Serena,-29.910,-71.400
2001-04-21 08:51:36,15 km,3.9 Mc,2001-04-21,04:51:36,39 km al NO de Vichuquén,-34.659,-72.327
2010-05-23 08:34:32,18 km,2.8 Ml,2010-05-23,04:34:32,18 km al SE de Pichilemu,-34.515,-71.895
2023-01-18 15:18:01,119 km,3.3 Ml,2023-01-18,12:18:01,79 km al E de Alto del Carmen,-28.604,-69.701
2021-01-18 02:38:35,45 km,2.7 Ml,2021-01-17,23:38:35,9 km al SE de Cuya,-19.207,-70.113
2004-06-06 15:33:02,138 km,2.6 Mc,2004-06-06,11:33:02,74 km al E de Mina Los Pelambres,-31.864,-69.808
2010-01-04 03:43:02,4 km,2.3 Ml,2010-01-04,00:43:02,82 km al S de Mendoza,-33.617,-68.750
2008-08-18 19:05:14,131 km,3.4 Ml,2008-08-18,15:05:14,60 km al NE de Los Andes.,-32.579,-70.038
2015-07-30 19:43:10,247 km,4.2 Ml,2015-07-30,16:43:10,81 km al E de Socaire,-23.665,-67.101
2012-11-02 04:51:18,230 km,3.9 Ml,2012-11-02,01:51:18,74 km al S de Socaire,-24.253,-67.896
2006-07-10 20:38:59,18 km,3.6 Mc,2006-07-10,16:38:59,11 km al S de Termas del Flaco,-35.050,-70.467
2019-04-10 06:41:03,126 km,3.4 Ml,2019-04-10,02:41:03,65 km al NE de Calama,-21.927,-68.690
2023-08-10 03:21:35,34 km,3.3 Ml,2023-08-09,23:21:35,98 km al S de Ilo,-18.497,-71.574
2001-11-29 14:26:46,99 km,2.7 Mc,2001-11-29,11:26:46,13 km al NO de San José de Maipo,-33.534,-70.411
2006-03-15 02:00:25,104 km,3.1 Mc,2006-03-14,22:00:25,40 km al E de Los Andes.,-32.915,-70.176
2016-11-17 04:24:36,37 km,2.8 Ml,2016-11-17,01:24:36,59 km al N de Vallenar,-28.043,-70.798
2004-01-11 06:02:55,16 km,2.3 Ml,2004-01-11,03:02:55,19 km al O de Canela Baja,-31.352,-71.653
2012-03-02 18:02:22,45 km,3.0 Ml,2012-03-02,15:02:22,21 km al NE de Vichuquén,-34.711,-71.902
2013-12-17 22:53:32,122 km,3.5 Ml,2013-12-17,19:53:32,49 km al S de Mina Collahuasi,-21.256,-68.752
2011-07-28 06:26:49,12 km,2.3 Ml,2011-07-28,02:26:49,33 km al SO de Mendoza,-33.144,-68.991
2006-01-12 02:17:45,105 km,2.6 Mc,2006-01-11,23:17:45,19 km al N de Farellones,-33.184,-70.297
2019-09-03 09:41:31,110 km,3.0 Ml,2019-09-03,05:41:31,35 km al O de Mina Collahuasi,-20.919,-68.981
2000-10-10 04:26:31,11 km,4.0 Mc,2000-10-10,00:26:31,29 km al NO de Canela Baja,-31.265,-71.717
2010-03-11 22:39:59,45 km,4.2 Ml,2010-03-11,19:39:59,18 km al N de Pichilemu,-34.227,-72.068
2010-11-22 17:07:19,116 km,3.1 Ml,2010-11-22,14:07:19,19 km al E de Calama,-22.406,-68.759
2023-09-14 10:25:36,16 km,2.9 Ml,2023-09-14,07:25:36,57 km al SO de Constitución,-35.616,-72.931
2018-05-12 09:13:19,20 km,3.5 Ml,2018-05-12,06:13:19,125 km al O de Lebu,-37.118,-74.934
2015-07-16 11:30:26,99 km,2.8 Ml,2015-07-16,08:30:26,23 km al O de Mina Collahuasi,-20.772,-68.868
2010-07-06 05:17:17,25 km,4.3 Ml,2010-07-06,01:17:17,43 km al E de Lebu,-37.783,-73.217
2009-05-12 20:15:07,113 km,3.4 Ml,2009-05-12,16:15:07,54 km al SO de Mina Collahuasi,-21.084,-69.096
2018-05-17 22:25:41,52 km,2.5 Ml,2018-05-17,18:25:41,23 km al S de Los Vilos,-32.118,-71.464
2015-09-20 14:44:12,39 km,3.7 Ml,2015-09-20,11:44:12,73 km al NO de ValparaÃ­so,-32.483,-72.017
2013-01-25 16:41:58,118 km,2.8 Ml,2013-01-25,13:41:58,48 km al N de Calama,-22.040,-68.904
2009-12-28 20:23:57,87 km,3.3 Ml,2009-12-28,17:23:57,13 km al SE de Santiago,-33.507,-70.540
2009-07-27 04:30:49,4 km,2.9 Ml,2009-07-27,00:30:49,36 km al O de La Ligua,-32.539,-71.599
2012-10-01 01:55:50,32 km,2.5 Ml,2012-09-30,22:55:50,35 km al O de La Ligua,-32.482,-71.599
2006-10-12 20:15:35,19 km,3.7 Ml,2006-10-12,16:15:35,50 km al O de Canela Baja,-31.476,-71.976
2017-08-19 16:01:04,39 km,2.8 Ml,2017-08-19,13:01:04,21 km al NO de Punitaqui,-30.685,-71.392
2010-05-29 11:15:58,21 km,3.2 Ml,2010-05-29,07:15:58,47 km al O de Pichilemu,-34.437,-72.519
2016-12-11 14:50:53,228 km,3.7 Ml,2016-12-11,11:50:53,89 km al SE de Socaire,-24.027,-67.157
2020-05-14 19:11:41,223 km,3.0 Ml,2020-05-14,15:11:41,64 km al SE de Socaire,-24.086,-67.572
2022-04-01 03:55:00,76 km,3.2 Ml,2022-04-01,00:55:00,14 km al NE de Tierra Amarilla,-27.415,-70.150
2006-11-22 14:33:09,30 km,3.6 Ml,2006-11-22,11:33:09,126 km al O de Navidad,-33.451,-73.049
2021-10-14 21:51:56,226 km,3.9 Ml,2021-10-14,18:51:56,73 km al SE de Socaire,-23.971,-67.309
2022-03-14 02:57:38,68 km,2.6 Ml,2022-03-13,23:57:38,12 km al NO de Chañaral.,-26.267,-70.695
2011-08-19 09:27:02,114 km,2.9 Ml,2011-08-19,05:27:02,38 km al NE de Calama,-22.184,-68.733
2011-08-21 11:01:22,14 km,2.0 Ml,2011-08-21,08:01:22,16 km al O de El Tabo,-33.400,-71.829
2012-02-27 01:24:14,10 km,3.0 Ml,2012-02-26,22:24:14,50 km al NO de Pichilemu,-34.028,-72.330
2016-06-27 00:33:22,57 km,3.4 Ml,2016-06-26,20:33:22,34 km al E de Toltén,-39.149,-72.768
2002-05-05 10:09:13,11 km,3.9 Mc,2002-05-05,06:09:13,26 km al NE de Vichuquén,-34.668,-71.878
2021-05-16 20:56:16,105 km,3.4 Ml,2021-05-16,16:56:16,89 km al S de Mina La Escondida.,-25.071,-69.116
2003-01-24 08:59:59,109 km,2.3 Mc,2003-01-24,05:59:59,34 km al S de Rancagua,-34.469,-70.664
2014-06-07 07:47:01,105 km,2.6 Ml,2014-06-07,03:47:01,42 km al SO de Mina Collahuasi,-21.028,-69.000
2005-02-08 12:24:31,33 km,4.1 Mc,2005-02-08,09:24:31,40 km al O de Punitaqui,-30.780,-71.670
2003-06-03 01:23:59,59 km,3.2 Ml,2003-06-02,21:23:59,21 km al S de La Higuera,-29.700,-71.206
2017-04-01 22:54:59,138 km,4.0 Ml,2017-04-01,19:54:59,21 km al N de San Juan,-31.347,-68.493
2019-11-12 16:41:51,27 km,2.6 Ml,2019-11-12,13:41:51,28 km al O de Baquedano,-23.434,-70.093
2022-03-18 06:29:57,214 km,2.6 Ml,2022-03-18,03:29:57,85 km al NE de Socaire,-23.078,-67.273
2010-10-25 18:28:48,114 km,3.4 Ml,2010-10-25,15:28:48,26 km al NE de Calama,-22.314,-68.745
2014-02-16 19:22:07,5 km,3.6 Ml,2014-02-16,16:22:07,28 km al O de Lebu,-37.666,-73.971
2009-05-17 06:30:15,74 km,2.9 Ml,2009-05-17,02:30:15,22 km al O de Los Andes.,-32.828,-70.838
2010-06-27 09:11:33,34 km,2.8 Ml,2010-06-27,05:11:33,106 km al NO de Constitución,-34.787,-73.367
2014-10-25 19:30:01,22 km,3.4 Ml,2014-10-25,16:30:01,46 km al NO de Pichilemu,-34.036,-72.286
2023-07-02 02:03:02,55 km,2.8 Ml,2023-07-01,22:03:02,33 km al SE de Vichuquén,-35.082,-71.727
2021-10-26 20:19:15,120 km,3.0 Ml,2021-10-26,17:19:15,25 km al NO de Mina Collahuasi,-20.627,-68.776
2020-08-30 07:16:13,28 km,3.3 Ml,2020-08-30,03:16:13,27 km al O de Navidad,-33.885,-72.111
2014-03-15 18:55:25,106 km,2.8 Ml,2014-03-15,15:55:25,38 km al N de Farellones,-33.011,-70.261
2000-06-17 02:03:54,71 km,2.1 Mc,2000-06-16,22:03:54,19 km al O de Santiago,-33.451,-70.851
2016-04-01 02:40:18,42 km,4.6 Ml,2016-03-31,23:40:18,46 km al SO de Tongoy,-30.630,-71.698
2022-09-28 03:23:24,44 km,4.0 Ml,2022-09-28,00:23:24,35 km al E de Cuya,-19.214,-69.855
2019-07-26 01:56:50,26 km,4.3 Mw,2019-07-25,21:56:50,82 km al O de Arica,-18.594,-71.087
2023-09-19 01:21:38,27 km,2.6 Ml,2023-09-18,22:21:38,19 km al SO de Tongoy,-30.411,-71.585
2015-05-20 09:06:54,104 km,2.9 Ml,2015-05-20,06:06:54,39 km al NE de Calama,-22.228,-68.657
2022-03-16 06:54:14,96 km,2.8 Ml,2022-03-16,03:54:14,24 km al E de Pica,-20.419,-69.112
2021-06-02 13:19:38,96 km,3.0 Ml,2021-06-02,09:19:38,45 km al NE de Pica,-20.125,-69.137
2019-08-03 05:49:25,10 km,2.8 Ml,2019-08-03,01:49:25,31 km al NO de Pichilemu,-34.204,-72.270
2015-05-17 22:58:36,134 km,3.0 Ml,2015-05-17,19:58:36,29 km al SO de Mina Collahuasi,-21.036,-68.819
2016-07-24 18:32:42,98 km,2.6 Ml,2016-07-24,14:32:42,44 km al SE de Camiña,-19.649,-69.207
2008-08-20 03:29:22,43 km,2.5 Ml,2008-08-19,23:29:22,38 km al N de Baquedano,-23.001,-69.785
2014-08-07 00:47:44,122 km,3.0 Ml,2014-08-06,20:47:44,56 km al SO de Ollagüe,-21.687,-68.466
2020-01-05 03:30:22,35 km,3.3 Ml,2020-01-05,00:30:22,50 km al SO de Tongoy,-30.670,-71.697
2007-08-13 13:41:54,34 km,3.9 Ml,2007-08-13,09:41:54,9 km al SO de Vallenar,-28.609,-70.842
2017-08-07 04:46:12,15 km,2.5 Ml,2017-08-07,00:46:12,31 km al SO de Canela Baja,-31.566,-71.717
2003-08-01 02:35:34,57 km,3.0 Mc,2003-07-31,22:35:34,19 km al SO de Punitaqui,-30.908,-71.431
2014-04-07 05:57:30,36 km,2.2 Ml,2014-04-07,02:57:30,19 km al N de Quillota,-32.715,-71.293
2020-01-17 03:19:26,27 km,3.9 Ml,2020-01-17,00:19:26,27 km al SO de Huasco,-28.643,-71.406
2020-02-14 14:54:20,203 km,2.9 Ml,2020-02-14,11:54:20,61 km al NE de San Pedro de Atacama,-22.464,-67.878
2009-04-22 06:59:27,17 km,3.0 Ml,2009-04-22,02:59:27,10 km al N de Chaitén,-42.828,-72.713
2003-08-12 19:48:40,54 km,4.1 Mc,2003-08-12,15:48:40,12 km al SE de Canela Baja,-31.490,-71.385
2014-06-20 18:05:34,0 km,1.9 Ml,2014-06-20,14:05:34,39 km al SO de MarÃ­a Elena,-22.634,-69.875
2014-11-22 04:32:36,127 km,3.7 Ml,2014-11-22,01:32:36,59 km al SO de Ollagüe,-21.706,-68.491
2014-04-08 14:54:19,33 km,3.3 Ml,2014-04-08,11:54:19,96 km al O de Pisagua,-19.913,-71.073
2021-09-14 04:23:56,29 km,2.7 Ml,2021-09-14,01:23:56,49 km al NO de Los Vilos,-31.714,-71.973
2004-10-03 19:54:51,5 km,3.8 Mc,2004-10-03,15:54:51,33 km al SO de Los Vilos,-32.155,-71.718
2005-08-06 23:47:03,162 km,3.2 Mc,2005-08-06,19:47:03,100 km al E de Mina Los Pelambres,-31.568,-69.576
2012-11-03 14:30:21,109 km,2.8 Ml,2012-11-03,11:30:21,19 km al E de San Fernando,-34.536,-70.789
2015-11-24 03:25:25,31 km,3.4 Ml,2015-11-24,00:25:25,68 km al SO de Tongoy,-30.639,-72.051
2013-07-20 01:16:33,65 km,3.7 Ml,2013-07-19,21:16:33,67 km al N de Huasco,-27.887,-71.430
2021-12-30 16:32:44,133 km,2.8 Ml,2021-12-30,13:32:44,34 km al O de Ollagüe,-21.165,-68.577
2016-01-21 16:28:40,193 km,3.8 Ml,2016-01-21,13:28:40,98 km al NE de San Pedro de Atacama,-22.315,-67.500
2010-12-17 14:18:47,39 km,3.1 Ml,2010-12-17,11:18:47,57 km al O de El Tabo,-33.409,-72.284
2020-11-19 08:59:13,17 km,3.4 Ml,2020-11-19,05:59:13,41 km al SO de Visviri,-17.807,-69.802
2015-11-08 01:17:02,53 km,3.1 Ml,2015-11-07,22:17:02,18 km al SO de Punitaqui,-30.918,-71.414
2003-10-28 03:16:46,10 km,3.4 Mc,2003-10-28,00:16:46,49 km al O de ValparaÃ­so,-33.066,-72.140
2016-12-25 16:07:58,22 km,4.2 Ml,2016-12-25,13:07:58,66 km al O de Quellón,-43.338,-74.381
2013-09-15 06:10:07,105 km,2.9 Ml,2013-09-15,03:10:07,3 km al NE de Camiña,-19.294,-69.403
2020-09-10 08:45:54,116 km,2.9 Ml,2020-09-10,05:45:54,48 km al SO de Mina Collahuasi,-21.162,-68.951
2019-12-24 06:41:19,19 km,2.7 Ml,2019-12-24,03:41:19,49 km al SO de Tocopilla,-22.278,-70.630
2016-11-11 12:54:16,120 km,2.5 Ml,2016-11-11,09:54:16,51 km al S de Ollagüe,-21.664,-68.402
2023-10-14 18:22:48,70 km,2.9 Ml,2023-10-14,15:22:48,30 km al SE de Antuco,-37.536,-71.449
2018-09-27 16:48:01,113 km,4.3 Ml,2018-09-27,13:48:01,37 km al O de Mina Collahuasi,-20.784,-69.012
2018-05-04 06:23:39,118 km,3.4 Ml,2018-05-04,03:23:39,37 km al E de Calama,-22.410,-68.579
2016-12-09 09:51:39,132 km,3.2 Ml,2016-12-09,06:51:39,75 km al NE de Calama,-21.887,-68.573
2017-09-29 07:18:08,104 km,2.9 Ml,2017-09-29,04:18:08,30 km al NE de Paihuano,-29.877,-70.263
2002-02-23 13:05:15,106 km,3.8 Mc,2002-02-23,10:05:15,57 km al NE de Los Andes.,-32.474,-70.171
2011-11-30 21:19:06,108 km,3.3 Ml,2011-11-30,18:19:06,27 km al S de Pica,-20.728,-69.275
2022-03-19 13:57:10,90 km,2.7 Ml,2022-03-19,10:57:10,29 km al S de Pica,-20.755,-69.319
2023-04-01 00:47:44,30 km,4.2 Ml,2023-03-31,21:47:44,77 km al SO de Alto Hospicio,-20.882,-70.438
2021-02-18 00:21:17,63 km,3.3 Ml,2021-02-17,21:21:17,15 km al O de Vallenar,-28.618,-70.904
2006-07-30 05:46:35,150 km,3.1 Ml,2006-07-30,01:46:35,55 km al O de San Juan.,-31.505,-69.109
2014-04-19 21:30:30,42 km,4.4 Ml,2014-04-19,18:30:30,95 km al O de Pisagua,-19.902,-71.063
2023-08-24 22:44:03,28 km,3.2 Ml,2023-08-24,18:44:03,78 km al NO de ValparaÃ­so,-32.734,-72.361
2022-07-07 23:22:16,112 km,2.8 Ml,2022-07-07,19:22:16,43 km al SO de Mina Collahuasi,-21.090,-68.962
2003-08-26 00:12:03,58 km,3.6 Mc,2003-08-25,20:12:03,18 km al NE de Canela Baja,-31.265,-71.346
2020-02-23 05:30:54,72 km,2.7 Ml,2020-02-23,02:30:54,19 km al NO de Pica,-20.358,-69.451
2014-07-23 21:39:08,122 km,5.5 Ml,2014-07-23,17:39:08,66 km al N de Mina Collahuasi,-20.238,-68.740
2013-02-18 11:59:24,37 km,3.4 Ml,2013-02-18,08:59:24,32 km al O de Navidad,-34.063,-72.148
2017-06-10 11:19:32,29 km,3.0 Ml,2017-06-10,07:19:32,50 km al O de ValparaÃ­so,-33.047,-72.147
2013-11-22 02:25:29,189 km,3.7 Ml,2013-11-21,23:25:29,44 km al SE de San Fabián,-36.810,-71.167
2006-11-04 18:27:52,24 km,3.6 Ml,2006-11-04,15:27:52,60 km al SO de Los Vilos,-32.379,-71.827
2020-04-27 18:10:04,20 km,3.0 Ml,2020-04-27,14:10:04,34 km al O de Navidad,-34.017,-72.197
2022-11-06 10:05:09,41 km,3.6 Ml,2022-11-06,07:05:09,73 km al S de Alto Hospicio,-20.917,-70.216
2012-12-12 00:12:13,142 km,3.5 Ml,2012-12-11,21:12:13,52 km al SO de Ollagüe,-21.579,-68.574
2015-09-17 22:23:34,25 km,3.8 Ml,2015-09-17,19:23:34,39 km al SO de Canela Baja,-31.578,-71.813
2014-01-21 11:04:37,98 km,3.5 Ml,2014-01-21,08:04:37,15 km al E de Salamanca,-31.723,-70.819
2015-01-13 21:37:19,98 km,3.4 Ml,2015-01-13,18:37:19,68 km al N de Pica,-19.904,-69.153
